PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY,Latitude,Longitude,Merge_Name
CA-W-3379,"COHEN WINE, LLC",MOONDANCE CELLARS,4901 BLANK RD,SEBASTOPOL,CA,95472,SONOMA,38.3378891,-122.7754517,MOONDANCE
CA-W-21735,JOON S MOON,MOONSTAR WINERY,5580 ALPINE RD,SANTA ROSA,CA,95404,SONOMA,38.5210536,-122.6627291,MOONSTAR
CA-W-21724,JOHN MOREHOUSE,MOREHOUSE ESTATES,18850 HASSETT LN BLDG B,GEYSERVILLE,CA,95441,SONOMA,38.6766393,-122.8630476,MOREHOUSE
CA-W-20267,MORGADO CELLARS LLC,MORGADO CELLARS,3358 D COFFEY LN,SANTA ROSA,CA,95403,SONOMA,38.4722735,-122.7431565,MORGADO
CA-W-21749,MORGAN WRIGHT WINE CELLARS LTD.,MORGAN WRIGHT WINE CELLARS,7830 - 40 SAINT HELENA HWY,OAKVILLE,CA,94562,NAPA,38.43666,-122.4020388,MORGAN WRIGHT
CA-W-16685,"STONECUSHION, INC.",MOSAIC WINERY,2001 HIGHWAY 128,GEYSERVILLE,CA,95441,SONOMA,38.7066828,-122.874424,MOSAIC
CA-W-15257,"MOSHIN VINEYARDS, INC.",MOSHIN VINEYARDS,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.5023906,-122.8965343,MOSHIN
CA-W-2169,"MOSS CREEK WINERY & VINEYARDS, INC.",MOSS CREEK WINERY,6015 STEELE CANYON RD,NAPA,CA,94558,NAPA,38.4458938,-122.1949582,MOSS CREEK
CA-W-22279,"MOUNT SAINT JOSEPH WINES, LLC",MOUNT SAINT JOSEPH WINES,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289,MOUNT SAINT JOSEPH
CA-W-17582,GREGORY T. CROUSE AND KAREN C. CROUSE,MOUNT VEEDER MAGIC VINEYARDS,1721 PARTICK RD,NAPA,CA,94558,NAPA,38.313043,-122.3727841,MOUNT VEEDER MAGIC
CA-W-23822,"MOUNTAIN HOUSE ESTATE, LLC",MOUNTAIN HOUSE WINERY,33714 HIGHWAY 128,CLOVERDALE,CA,95425,SONOMA,38.8735917,-123.1015658,MOUNTAIN HOUSE
CA-W-22568,STEVE NOBLE LEDSON,MOUNTAIN TERRACES WINERY AND VINEYARD,2990 CAVEDALE RD,GLEN ELLEN,CA,95442,SONOMA,38.354351,-122.466774,MOUNTAIN TERRACES AND
CA-W-22761,MOUNTAIN TIDES WINE CO.. LLC,MOUNTAIN TIDES WINE CO.,620 TRANCAS ST,NAPA,CA,94558,NAPA,38.3260157,-122.2876543,MOUNTAIN TIDES
CA-W-15503,"MOUNTS FAMILY WINES, INC.",MOUNTS FAMILY WINES,3901 WINE CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.657683,-122.944307,MOUNTS
CA-W-674,"TPWC, INC.",MT. VEEDER WINERY,1999 MOUNT VEEDER RD,NAPA,CA,94558,NAPA,38.3606246,-122.4017954,MT. VEEDER
CA-W-22442,PERNOD RICARD WINEMAKERS NAPA LLC,MUMM NAPA ESTATES,8445 SILVERADO TRL,NAPA,CA,94558,NAPA,38.47799,-122.3906124,MUMM NAPA
CA-W-16737,"MUNSELLE VINEYARDS, LLC",MUNSELLE VINEYARDS,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6504931,-122.912024,MUNSELLE
CA-W-17231,"MUSANTE FAMILY VINEYARDS, LLC",MUSANTE FAMILY VINEYARDS,620 TRANCAS ST,NAPA,CA,94558,NAPA,38.3260157,-122.2876543,MUSANTE
CA-W-15725,MUSCARDINI CELLARS LLC,MUSCARDINI CELLARS,10200 SONOMA HWY,KENWOOD,CA,95452,SONOMA,38.4063036,-122.5419918,MUSCARDINI
CA-W-16271,DRASELLE HAHN MUSCATINE,MUSCATINE VINEYARD,2410 SODA CANYON RD,NAPA,CA,94558,NAPA,38.4118028,-122.2948281,MUSCATINE
CA-W-3481,"MUTT LYNCH WINERY, INC.",MUTT LYNCH,11654 LOS AMIGOS RD,HEALDSBURG,CA,95448,SONOMA,38.5785581,-122.8367862,MUTT LYNCH
CA-W-20407,"MUTT LYNCH WINERY, INC.",MUTT LYNCH WINERY,3451 AIRWAY DR STE C,SANTA ROSA,CA,95403,SONOMA,38.475462,-122.7385176,MUTT LYNCH
CA-W-21668,"M.W. FAMILY WINE COMPANY, L.L.C.",MW WINES,620 TRANCAS ST,NAPA,CA,94558,NAPA,38.3260157,-122.2876543,MW
CA-W-22992,"TRIO CELLARS, LLC",MYRIAD CELLARS,1170 TUBBS LN,CALISTOGA,CA,94515,NAPA,38.5918834,-122.6018226,MYRIAD
CA-W-20230,N2WINES LLC,N2 WINES,7415 SAINT HELENA HWY,YOUNTVILLE,CA,94599,NAPA,38.4192422,-122.3888066,N2
CA-W-22045,"NAKAMURA CELLARS, LLC",NAKAMURA CELLARS,5225 SOLANO AVE,NAPA,CA,94558,NAPA,38.3637594,-122.3391379,NAKAMURA
CA-W-24070,"NAKEDWINES.COM, INC.",NAKEDWINES.COM,110 122 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.2290556,-122.2548426,NAKED.COM
CA-W-21488,"NAKEDWINES.COM, INC.",NAKEDWINES.COM,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA,38.6130395,-122.8765579,NAKED.COM
CA-W-23253,"NAKEDWINES.COM, INC.","NAKEDWINES.COM, INC.",677 HANNA DR STE B,AMERICAN CANYON,CA,94503,NAPA,38.1902562,-122.2680476,"NAKED.COM, INC."
CA-W-1768,"NALLE WINERY, INC.",NALLE WINERY,2385 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.645079,-122.9064685,NALLE
CA-W-15799,"SUTTER HOME WINERY, INC.",NAPA CELLARS,7481 ST HELENA HWY,OAKVILLE,CA,94562,NAPA,38.4211386,-122.3903114,NAPA
CA-W-1919,OAKVILLE WINERY ACQUISITION GROUP,NAPA WINE COMPANY,7830 -7840 ST. HELENA HWY,OAKVILLE,CA,94562,NAPA,38.4364134,-122.4013545,NAPA
CA-W-22632,"STUDIO BEVERAGE GROUP, INC.",NAPA WINE CELLAR,2545 NAPA VALLEY CORPORATE DR STE C,NAPA,CA,94558,SONOMA,38.2539682,-122.2761996,NAPA
CA-W-21003,"NAPA WINE & SPIRITS, LLC",NAPA WINE VENTURES,1075 GOLDEN GATE DR,NAPA,CA,94558,NAPA,38.2780194,-122.3010073,NAPA VENTURES
CA-W-15195,"NAPA CUSTOM PACKAGING SOLUTIONS, LLC",NAPA BOTTLING GROUP,450 TECHNOLOGY WAY SUITE B,NAPA,CA,94558,NAPA,38.2257243,-122.2713703,NAPA BOTTLING GROUP
CA-W-21353,"MIOCENE WINE, LLC",NAPA JUNCTION CUSTOM CRUSH,100 NAPA JUNCTION RD,AMERICAN CANYON,CA,94503,NAPA,38.186765,-122.265251,NAPA JUNCTION CUSTOM CRUSH
CA-W-21432,"NAPA RANCH WINES, LLC",NAPA RANCH WINES,2731 AND 2747 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA,38.248487,-122.275618,NAPA RANCH
CA-W-22078,"NAPA VALLEY CONNECTION, INC.",NAPA VALLEY CONNECTION FAMILY WINES,5225 SOLANO AVE,NAPA,CA,94558,NAPA,38.3637594,-122.3391379,NAPA VALLEY CONNECTION
CA-W-16498,"NAPA-SONOMA VINEYARD GROUP, INC.",NAPA-SONOMA VINEYARD GROLUP,21684 EIGHTH ST,SONOMA,CA,95476,SONOMA,38.2598449,-122.4367049,NAPA-SONOMA GROLUP
CA-W-22999,"NAPASTAK, INC",NAPASTAK CELLARS,5055 SOLANO AVE,NAPA,CA,94558,NAPA,38.3523381,-122.3348428,NAPASTAK
CA-W-15342,NARSAI M. DAVID,NARSAI,7580 SILVERADO TRL,NAPA,CA,94558,NAPA,38.4471163,-122.3564552,NARSAI
CA-W-23197,"WILLAMETTE VALLEY VINEYARDS, INC.",NATOMA,7554 ST. HELENA HWY,NAPA,CA,94558,NAPA,38.4262941,-122.3890279,NATOMA
CA-W-2824,NEAL FAMILY VINEYARDS LLC,NEAL FAMILY VINEYARDS,716 LIPARITA RD,ANGWIN,CA,94508,NAPA,38.5748388,-122.4636638,NEAL
CA-W-21505,NELLCOTE WINE GROUP INC,NELLCOTE CELLARS,110 CAMINO ORUGA,NAPA,CA,94558,NAPA,38.229228,-122.2557289,NELLCOTE
CA-W-21273,"NEMEREVER VINEYARDS, LLC",NEMEREVER VINEYARDS,711 OAKVILLE CROSS RD,OAKVILLE,CA,94562,NAPA,38.448709,-122.375569,NEMEREVER
CA-W-16561,"FOGLAMP VENTURES, INC.",NETNEGOCIANT WINES,4525 SLUSSER RD,WINDSOR,CA,95492,SONOMA,38.4972992,-122.8300015,NETNEGOCIANT
CA-W-22670,"SUTTER HOME WINERY, INC.",NEYERS VINEYARDS,2153 SAGE CANYON RD,ST. HELENA,CA,94574,NAPA,38.4893617,-122.3277135,NEYERS
CA-W-17170,"NICHELINI FAMILY WINERY, INC.",NICHELINI FAMILY WINERY,2950 SAGE CANYON RD,SAINT HELENA,CA,94574,NAPA,38.4988713,-122.2936764,NICHELINI
CA-W-16839,"WOLF INVESTMENTS, LLC",NICHOLAS ALLEN WINES,1221 DUHIG RD,NAPA,CA,94559,NAPA,38.2544795,-122.3517923,NICHOLAS ALLEN
CA-W-21802,"NICHOLSON JONES SELECTIONS, LLC",NICHOLSON JONES SELECTIONS,15 CHATEAU LN,NAPA,CA,94558,NAPA,38.3074544,-122.2475085,NICHOLSON JONES SELECTIONS
CA-W-23310,NOBLE FAMILY VINEYARDS LLC,NOBLE FAMILY VINEYARDS,5700 OCCIDENTAL RD,SANTA ROSA,CA,95401,SONOMA,38.4196114,-122.8143559,NOBLE
CA-W-24089,"WGG ENTERPRISES, LLC",NOTTINGHAM CELLARS,2654 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA,38.2511943,-122.2747006,NOTTINGHAM
CA-W-21990,"OAKVILLE RANCH WINERY, INC.",OAKVILLE RANCH,7781 SILVERADO TRL,NAPA,CA,94558,NAPA,38.458087,-122.350115,OAKVILLE RANCH
CA-W-23873,"OAKVILLE RANCH WINERY, INC.",OAKVILLE RANCH WINERY,4326 BIG RANCH RD,NAPA,CA,94558,NAPA,38.3618081,-122.3121571,OAKVILLE RANCH
CA-W-21093,OAKVILLE TRANSFER LLC,OAKVILLE TERRACES,3524 SILVERADO TRL,ST. HELENA,CA,94574,NAPA,38.5473988,-122.4883611,OAKVILLE TERRACES
CA-W-2808,O'BRIEN FAMILY VINEYARD LLC,O'BRIEN FAMILY VINEYARD,1200 ORCHARD AVE STE B,NAPA,CA,94558,NAPA,38.3443743,-122.3391466,O'BRIEN
CA-W-16513,"OBSIDIAN RIDGE WINE COMPANY, LLC",OBSIDIAN WINE CO.,"21684 E 8TH ST STE 430, 440, 450",SONOMA,CA,95476,SONOMA,38.291859,-122.4580356,OBSIDIAN
CA-W-16163,"OCCIDENTAL ROAD CELLARS, LLC",OCCIDENTAL ROAD CELLARS,2064 GRAVENSTEIN HWY,SEBASTOPOL,CA,95472,SONOMA,38.4244389,-122.8481434,OCCIDENTAL ROAD
CA-W-23354,"OCCIDENTAL ROAD CELLARS, LLC",OCCIDENTAL ROAD CELLARS,870 GRAVENSTEIN HWY N,SEBASTOPOL,CA,95472,SONOMA,38.4093498,-122.840996,OCCIDENTAL ROAD
CA-W-22739,"ASTRODYNAMIC WINES, LLC",OCEANO WINES,40 RAPP LN,NAPA,CA,94558,NAPA,38.310484,-122.2482715,OCEANO
CA-W-15402,"ODISEA WINE COMPANY, LLC",ODISEA WINE COMPANY,6705 CRISTO LN,SANTA ROSA,CA,95409,SONOMA,38.4465684,-122.6024999,ODISEA
CA-W-3336,"OLABISI, LLC",OLABISI,1617 CEDAR ST,CALISTOGA,CA,94515,NAPA,38.5785672,-122.5854301,OLABISI
CA-W-22583,"OLD COUNTY CELLARS, LLC","OLD COUNTY CELLARS, LLC",2731 & 2747 NAPA VALLEY CORPORATE DR,NAPA,CA,94558,NAPA,38.248487,-122.275618,OLD COUNTY
CA-W-20268,"IN WINE, INC.",OLD OAK CELLARS,24505 CHIANTI RD,CLOVERDALE,CA,95425,SONOMA,38.7385847,-122.9499071,OLD OAK
CA-W-2585,DAREK ALLEN TROWBRIDGE,OLD WORLD WINERY,850 RIVER RD,FULTON,CA,95439,SONOMA,38.495894,-122.766331,OLD WORLD
CA-W-23486,"VINFORMANT, LLC",OLET'TE WINES,3450 SAGE CANYON RD,ST. HELENA,CA,94574,NAPA,38.5055797,-122.2764047,OLET'TE
CA-W-22496,ROMIE LLC,OLIVERA WINES,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.5023906,-122.8965343,OLIVERA
CA-W-21145,"ON Q WINES, LLC",ON Q WINES,620 TRANCAS ST,NAPA,CA,94558,NAPA,38.3260157,-122.2876543,ON Q
CA-W-17410,"HOPE WINE, LLC",ONE HOPE WINES,1285 DEALY LN,NAPA,CA,94559,NAPA,38.2687503,-122.3478026,ONE HOPE
CA-W-15449,"ONE TRUE VINE, LLC",ONE TRUE VINE,565 CRYSTAL SPRINGS RD,SAINT HELENA,CA,94574,NAPA,38.5463696,-122.4796752,ONE TRUE VINE
CA-W-23846,"ONEHOPE, INC",ONEHOPE,8301 SAINT HELENA HWY,NAPA,CA,94558,NAPA,38.4474871,-122.4125072,ONEHOPE
CA-W-16710,"O'NEILL VOSTI ESTATE, LLC",O'NEILL VOSTI ESTATE,5055 SOLANO AVE,NAPA,CA,94558,NAPA,38.3523381,-122.3348428,O'NEILL VOSTI
CA-W-17665,"ONESTA WINES, LLC",ONESTA WINES,1620 S WHITE HALL LN,HELENA,CA,94574,NAPA,38.4615461,-122.4445343,ONESTA
CA-W-22392,"F ARMSTRONG WINE COMPANY, LLC",ONWARD WINES,21684 EIGHTH ST E STE 600,SONOMA,CA,95476,SONOMA,38.2598449,-122.4367049,ONWARD
CA-W-21073,"OPAL MOON WINERY, LLC",OPAL MOON WINERY,21660 8TH ST E BLDG A,SONOMA,CA,95476,SONOMA,38.2593961,-122.4378415,OPAL MOON
CA-W-3640,CAL VIN ENTERPRISES CORPORATION,OPTIMA WINERY,101 GRANT AVE UNIT F & G,HEALDSBURG,CA,95448,SONOMA,38.5978578,-122.8531789,OPTIMA
CA-W-15667,OPUS ONE WINERY LLC,OPUS ONE WINERY,7900 ST. HELENA HWY,OAKVILLE,CA,94562,NAPA,38.441409,-122.3995606,OPUS ONE
CA-W-23406,LATINO VINTNERS UNIDOS WINES LLC,ORTEGA FAMILY WINES,5055 SOLANO AVE,NAPA,CA,94558,NAPA,38.3523381,-122.3348428,ORTEGA
CA-W-21256,"OUSTERHOUT WINE, LLC",OUSTERHOUT WINE,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.5023906,-122.8965343,OUSTERHOUT
CA-W-22790,CARAVEL GROUP LLC,OUTCAST WINES,21660 8TH ST E BLDG A STE A,SONOMA,CA,95476,SONOMA,38.2593961,-122.4378415,OUTCAST
CA-W-23268,TOURELLE LLC,OUTPOST WINES,2075 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA,38.5981148,-122.4635753,OUTPOST
CA-W-17298,RKM WINES LLC,OVERLAND WINES,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,OVERLAND
CA-W-22620,"METAMORPHOSIS WINES, LLC",OVID VINEYARDS,255 LONG RANCH RD,ST. HELENA,CA,94574,NAPA,38.461053,-122.343615,OVID
CA-W-15216,"OWL RIDGE, INC.",OWL RIDGE WINES,"2064 GRAVENSTEIN HWY SUITE 120,",SEBASTOPOL,CA,95472,SONOMA,38.4233079,-122.8501115,OWL RIDGE
CA-W-3017,"GREG & GREG, INC.",OWL RIDGE WINE SERVICES,"2064 GRAVENSTEIN HWY N, BLDG 1 STE 120",SEBASTOPOL,CA,95472,SONOMA,38.4244389,-122.8481434,OWL RIDGE SERVICES
CA-W-16779,"P.B. HEIN VINEYARDS, INC",P. B. HEIN VINEYARDS,918 ENTERPRISE WAY SUITE G,NAPA,CA,94558,NAPA,38.2595907,-122.2745289,P. B. HEIN
CA-W-20010,DIAMOND VINE LLC,PADIS VINEYARDS,1300 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA,38.59765,-122.451768,PADIS
CA-W-15803,"EMILIAN, LP",PAGE WINE CELLARS,"520 CALIFORNIA BLVD SUITE 18,",NAPA,CA,94559,NAPA,38.2938735,-122.30021,PAGE
CA-W-23619,E. & J. GALLO WINERY,PAHLMEYER,1111 DUNAWEAL LN,CALISTOGA,CA,94515,NAPA,38.5699273,-122.5544297,PAHLMEYER
CA-W-3324,"GREEN FAMILY WINERY, LLC.",PAINT HORSE RANCH,16510 ARNOLD DR,SONOMA,CA,95476,SONOMA,38.3245878,-122.5068636,PAINT HORSE RANCH
CA-W-20233,"PALISADES WINE COMPANY, LLC",PALISADES WINE COMPANY,3130 OLD LAWLEY TOLL RD,CALISTOGA,CA,94515,NAPA,38.6116286,-122.5924858,PALISADES
CA-W-15623,"MEADOWOOD LANE WINERY, LLC",PALLADIAN ESTATE WINERY,690 MEADOWOOD LN,SAINT HELENA,CA,94574,NAPA,38.519469,-122.459648,PALLADIAN
CA-W-16333,"DAMSKEY FAMILY WINES, LLC",PALMERI WINES,2191 LAGUNA RD,SANTA ROSA,CA,95401,SONOMA,38.4687464,-122.8505794,PALMERI
CA-W-21578,PANGLOSS CELLARS LLC,PANGLOSS,1700 MOON MOUNTAIN RD,SONOMA,CA,95476,SONOMA,38.3411136,-122.4718517,PANGLOSS
CA-W-17773,"PAOLETTI ESTATES WINERY, INC.",PAOLETTI WINERY,4501 SILVERADO TRAIL,CALISTOGA,CA,94515,NAPA,38.5724758,-122.5442787,PAOLETTI
CA-W-15326,"PAPAPIETRO AND PERRY, INC.",PAPAPIETRO PERRY WINERY,4791 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6740916,-122.9326293,PAPAPIETRO PERRY
CA-W-1821,REN HARRIS AND MARILYN HARRIS,PARADIGM WINERY,1277 DWYER RD,OAKVILLE,CA,94562,NAPA,38.4207556,-122.3939404,PARADIGM
CA-W-23566,PARADISE RIDGE WINERY,PARADISE RIDGE WINERY,4055 W OLIVET RD,SANTA ROSA,CA,95401,SONOMA,38.474604,-122.821379,PARADISE RIDGE
CA-W-16544,DUCKHORN WINE COMPANY,PARADUXX,7257 SILVERADO TRAIL,NAPA,CA,94558,NAPA,38.4367484,-122.3517108,PARADUXX
CA-W-23670,PARADY FAMILY WINES LLC,PARADY,6307 POPE VALLEY RD,POPE VALLEY,CA,94567,NAPA,38.62506,-122.445127,PARADY
CA-W-15327,"CAB4TEN, LLC",PARALLEL WINES,3125 ST. HELENA HWY,SAINT HELENA,CA,94574,NAPA,38.5280744,-122.5025304,PARALLEL
CA-W-23506,JONATHAN M. JONES,PARAVEL WINES,994 N WHITE COTTAGE LN,ANGWIN,CA,94508,NAPA,38.5934553,-122.4428848,PARAVEL
CA-W-16381,"PARMELEE-HILL WINES, LLC",PARMELEE-HILL WINES,21481 EIGHTH ST UNIT 1,SONOMA,CA,95476,SONOMA,38.2627706,-122.4421235,PARMELEE-HILL
CA-W-21453,PARMESON FAMILY LLC,PARMESON WINES,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.6504931,-122.912024,PARMESON
CA-W-21112,"JACKSON FAMILY WINES, INC.",PARTAKE BY KJ,241 HEALDSBURG AVE,HEALDSBURG,CA,95448,SONOMA,38.6097802,-122.8706907,PARTAKE BY KJ
CA-W-17565,"PARTRIDGE CELLARS, LLC",PARTRIDGE CELLARS,1721 PARTRICK RD,NAPA,CA,94558,NAPA,38.313043,-122.3727841,PARTRIDGE
CA-W-23699,PARUM LEO WINE LLC,PARUM LEO WINE,4415 KASTANIA RD,PETALUMA,CA,94952,SONOMA,38.2124949,-122.602713,PARUM LEO
CA-W-587,FRANK P. PASTORI,PASTORI WINERY,23189 GEYSERVILLE AVE,CLOVERDALE,CA,95425,SONOMA,38.7269239,-122.933932,PASTORI
CA-W-17463,"PATEL WINERY, LLC",PATEL WINERY,425 GATEWAY RD,NAPA,CA,94558,NAPA,38.2244253,-122.2656799,PATEL
CA-W-21400,"PATLAND ESTATE VINEYARDS, LLC",PATLAND ESTATE VINEYARDS,2275 SODA CANYON RD,NAPA,CA,94558,NAPA,38.3990083,-122.2927451,PATLAND
CA-W-16257,PATRICIA HOWE,PATRICIA HOWE WINES,1720 SPENCER ST,NAPA,CA,94559,NAPA,38.3033052,-122.2950939,PATRICIA HOWE
CA-W-2679,"PAUL HOBBS WINERY, L.P.",PAUL HOBBS WINERY,3355 GRAVENSTEIN HWY,SEBASTOPOL,CA,95472,SONOMA,38.4401574,-122.8581117,PAUL HOBBS
CA-W-21098,MATHEW HENRY GUSTAFSON,PAUL MATHEW COMPANY,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.5023906,-122.8965343,PAUL MATHEW
CA-W-17695,"P.B. HEIN VINEYARDS, INC",PB HEIN VINEYARDS,3 EXECUTIVE WAY,NAPA,CA,94558,NAPA,38.2245518,-122.2569697,PB HEIN
CA-W-21550,"PEACE WATER WINERY, LLC",PEACE WATER WINERY,2000 SUMMIT LAKE DR,ANGWIN,CA,94508,NAPA,38.599305,-122.46083,PEACE WATER
CA-W-22887,"PEACOCK FAMILY VINEYARDS, LLC",PEACOCK FAMILY VINEYARDS,3450 SAGE CANYON RD,SAIN HELENA,CA,94574,NAPA,38.5055797,-122.2764047,PEACOCK
CA-W-23986,"PEARCE FAMILY WINES, LLC",PEARCE FAMILY WINES,1830 JAMESON RD,HEALDSBURG,CA,95448,SONOMA,38.6242953,-122.9126171,PEARCE
CA-W-3651,"PEAY VINEYARDS, LLC",PEAY VINEYARDS,227 TREADWAY DR,CLOVERDALE,CA,95425,SONOMA,38.782865,-123.0149406,PEAY
CA-W-17082,"PECH MERLE, INC.",PECH MERLE,2064 GRAVENSTEIN HWY BUILDING 1,SEBASTOPOL,CA,95472,SONOMA,38.4244389,-122.8481434,PECH MERLE
CA-W-23154,"PEIRANO ESTATE WINERY, INC.",PEIRANO ESTATE VINEYARDS,205 JIM OSWALT WAY STE A,AMERICAN CANYON,CA,94503,SONOMA,38.1945862,-122.2776174,PEIRANO
CA-W-2126,LANCE CHARLES RANDOLPH,PEIRANO ESTATE VINEYARDS,9119 GRATON RD STE L,GRATON,CA,95444,SONOMA,38.4348065,-122.8701401,PEIRANO
CA-W-23284,"PEIRSON MEYER, LLC",PEIRSON MEYER,3125 SAINT HELENA HWY N,SAINT HELENA,CA,94574,NAPA,38.5280744,-122.5025304,PEIRSON MEYER
CA-W-21335,"PEJU FAMILY OPERATING PARTNERSHIP, LP",PEJU FAMILY WINERY,8466 SAINT HELENA HWY,RUTHERFORD,CA,94573,NAPA,38.4557033,-122.4172813,PEJU
CA-W-1985,"PELLEGRINI BROS. WINES, INC.",PELLEGRINI FAMILY VINEYARDS AND WINERY,4055 W OLIVET RD,SANTA ROSA,CA,95401,SONOMA,38.474604,-122.821379,PELLEGRINI AND
CA-W-21295,PELLEGRINI RANCHES,PELLEGRINI RANCHES,4055 W OLIVET RD,SANTA ROSA,CA,95401,SONOMA,38.474604,-122.821379,PELLEGRINI RANCHES
CA-W-15489,MICHALL WAYNE PENDLETON,PENDLETON ESTATE VINEYARDS & WINERY,35100 HIGHWAY 128,CLOVERDALE,CA,95425,SONOMA,38.84865,-123.074627,PENDLETON
CA-W-15771,PERATA VINEYARDS LLC,PERATA VINEYARDS,1278 STATE LN,YOUNTVILLE,CA,94599,NAPA,38.4329336,-122.3556624,PERATA
CA-W-16646,"REPERTOIRE WINES, LLC",PERCEPTION WINE COMPANY,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,PERCEPTION
CA-W-23644,"PERCHANCE ESTATES, LLC",PERCHANCE ESTATES,1170 TUBBS LN,CALISTOGA,CA,94515,NAPA,38.5918834,-122.6018226,PERCHANCE
CA-W-21121,"PERLISS ESTATE VINEYARDS, LLC",PERLISS ESTATE VINEYARDS,3524 SILVERADO TRL,ST. HELENA,CA,94574,NAPA,38.5473988,-122.4883611,PERLISS
CA-W-23522,"PERLISS ESTATE VINEYARDS, LLC",PERLISS ESTATE VINEYARDS,"831 LATOUR CT STE B, C AND D",NAPA,CA,94558,NAPA,38.2554615,-122.2723007,PERLISS
CA-W-22863,"PERRI JAYE VINEYARDS, LLC",PERRI JAYE VINEYARDS,3900 PINER RD,SANTA ROSA,CA,95401,SONOMA,38.4664231,-122.8166918,PERRI JAYE
CA-W-23498,PERSON WINE LLC,PERSON WINE COMPANY,1 EXECUTIVE WAY,NAPA,CA,94558,NAPA,38.2239412,-122.2567435,PERSON
CA-W-17793,"PESTONI BROTHERS, LLC",PESTONI FAMILY,1673 ST HELENA HWY,RUTHERFORD,CA,94573,NAPA,38.471534,-122.4356649,PESTONI
CA-W-16141,PETER MAUEL,PETER CELLARS,21708 BROADWAY,SONOMA,CA,95476,SONOMA,38.2593627,-122.4556195,PETER
CA-W-16091,"PETER FRANUS WINE COMPANY, INC",PETER FRANUS WINE COMPANY,5055 SOLANO AVE,NAPA,CA,94558,NAPA,38.3523381,-122.3348428,PETER FRANUS
CA-W-23996,"PETER PAUL WINES, LLC",PETER PAUL WINES,1 EXECUTIVE WAY BLDG 1 & 2,NAPA,CA,94558,NAPA,38.2239412,-122.2567435,PETER PAUL
CA-W-16980,"PETER PAUL WINES, LLC",PETER PAUL WINES,5055 SOLANO AVE,NAPA,CA,94558,NAPA,38.3523381,-122.3348428,PETER PAUL
CA-W-16926,"PETER PAUL WINES, LLC",PETER PAUL WINES,5700 OCCIDENTAL RD,SANTA ROSA,CA,95401,SONOMA,38.4196114,-122.8143559,PETER PAUL
CA-W-2182,"PETERSON WINERY, LLC",PETERSON WINERY,4791 DRY CREEK RD #7,HEALDSBURG,CA,95448,SONOMA,38.6740916,-122.9326293,PETERSON
CA-W-17013,PETRICHOR VINEYARDS,PETRICHOR,"18850 HASSETT LN BLDG 1, SP",GEYSERVILLE,CA,95441,SONOMA,38.6766393,-122.8630476,PETRICHOR
CA-W-2983,"PETRONI VINEYARDS, LLC",PETRONI VINEYARDS,990 CAVEDALE RD,SONOMA,CA,95476,SONOMA,38.3422063,-122.4772845,PETRONI
CA-W-15724,SPRING MOUNTAIN LLC,PETRUS BEKKER WINERY,3505 SPRING MOUNTAIN RD,SAINT HELENA,CA,94574,NAPA,38.5173,-122.522235,PETRUS BEKKER
CA-W-17623,"STONECUSHION, INC.",PEZZI-KING,3225 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.641043,-122.9135885,PEZZI-KING
CA-W-16245,"COPELAND CREEK VINEYARDS, LLC",PFENDLER VINEYARDS,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,PFENDLER
CA-W-22038,"PH FAMILY FARMS, LLC",PH FAMILY FARMS,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA,38.4787228,-122.7408096,PH FARMS
CA-W-17392,"PAVITT FAMILY VINEYARDS, LLC",PHIFER PAVITT WINES,4660 SILVERADO TRL,CALISTOGA,CA,94515,NAPA,38.5777971,-122.5532935,PHIFER PAVITT
CA-W-2050,PHILIP K. STALEY,PHILIP STALEY VINEYARDS & WINERY,18850 HASSETT LN,GEYSERVILLE,CA,95441,SONOMA,38.6766393,-122.8630476,PHILIP STALEY
